No,year,month,day,hour,PM2.5,PM10,CO,TEMP,PRES,DEWP,WSPM,monthno
10620,2014,5,17,11,98,169,1600,25.7,1007.3,6.3,3.2,5
10621,2014,5,17,12,80,104,1100,25.9,1006.6,5.5,3.8,5
10622,2014,5,17,13,70,130,700,27.1,1005.3,5.4,4.7,5
10623,2014,5,17,14,87,120,600,27.3,1004.7,8.2,3.2,5
10624,2014,5,17,15,51,164,500,27,1004.1,7.9,3.8,5
10625,2014,5,17,16,71,159,700,26.3,1004.1,6.8,1.9,5
10626,2014,5,17,17,59,149,700,25.9,1004,6,3,5
10627,2014,5,17,18,46,97,600,25.5,1004.7,6.6,2.9,5
10628,2014,5,17,19,45,106,500,23.6,1006.2,9.2,1.7,5
10629,2014,5,17,20,49,127,600,22.7,1006.8,10.5,1.2,5
10630,2014,5,17,21,62,196,700,21.1,1006.4,10.3,0.9,5
10631,2014,5,17,22,56,123,700,20.6,1005.7,11.2,0.8,5
10632,2014,5,17,23,49,159,600,18.7,1005.8,12.2,0.5,5
10633,2014,5,18,0,107,258,700,16.7,1005.6,11.6,0.5,5
10634,2014,5,18,1,58,153,700,16,1005.1,12,0.5,5
10635,2014,5,18,2,89,263,500,15.1,1004.7,12.8,0.1,5
10636,2014,5,18,3,101,308,800,14.2,1004.9,12.1,0.2,5
10637,2014,5,18,4,145,548,1000,14.6,1004.9,10.6,1,5
10638,2014,5,18,5,160,524,1100,15.8,1005.2,11,1,5
10639,2014,5,18,6,94,156,1000,17.2,1005.2,11.2,0.9,5
10640,2014,5,18,7,79,170,900,19.4,1005.4,9,1.7,5
10641,2014,5,18,8,77,155,900,22.1,1005.6,9.6,1.3,5
10642,2014,5,18,9,75,176,1000,23.9,1004.9,11.6,1.6,5
10643,2014,5,18,10,96,129,900,25.7,1004.4,11.8,1.3,5
10644,2014,5,18,11,84,122,800,27.2,1003,11.2,1.6,5
10645,2014,5,18,12,68,110,700,28.6,1002.3,9.8,2,5
10646,2014,5,18,13,103,124,900,29,1001.2,10.6,3.5,5
10647,2014,5,18,14,112,187,800,28.9,1000.6,12.3,2.4,5
10648,2014,5,18,15,87,142,600,28.8,999.6,12.2,3.2,5
10649,2014,5,18,16,84,170,500,28.6,998.7,11.6,3.3,5
10650,2014,5,18,17,94,192,700,28,998.7,13.1,3.3,5
10651,2014,5,18,18,114,274,900,27.5,999.3,14.5,2.8,5
10652,2014,5,18,19,143,295,1100,26.9,1000.4,15.6,1.9,5
10653,2014,5,18,20,157,291,1100,26.6,1000.7,15.6,1.7,5
10654,2014,5,18,21,134,230,900,26.1,1000.8,15.2,1.8,5
10655,2014,5,18,22,115,228,800,25.3,1000.5,15,1.6,5
10656,2014,5,18,23,109,229,700,24.7,1000.8,14.5,1.5,5
10657,2014,5,19,0,107,216,700,22.6,1001.1,15.7,2.7,5
10658,2014,5,19,1,99,234,700,20.5,1001.3,15.3,2,5
10659,2014,5,19,2,79,128,500,19.8,1001.7,15.9,1.5,5
10660,2014,5,19,3,64,120,400,18,1002,17.2,0.6,5
10661,2014,5,19,4,75,124,500,17.8,1000.9,17.3,0.9,5
10662,2014,5,19,5,79,79,600,17.9,1001.2,17.4,0.8,5
10663,2014,5,19,6,82,82,600,18,1001.1,17.5,0.4,5
10664,2014,5,19,7,77,77,600,19,1001.1,17.5,0.4,5
10665,2014,5,19,8,70,70,600,20.7,1001.1,17.5,1,5
10666,2014,5,19,9,78,78,600,22.5,1000.3,17,1.5,5
10667,2014,5,19,10,82,88,700,24.4,999.8,16.4,1.6,5
10668,2014,5,19,11,111,130,900,25.3,999.2,15.9,1.2,5
10669,2014,5,19,12,153,224,1100,26.3,997.9,15.7,1.6,5
10670,2014,5,19,13,157,234,1100,27.3,997.1,16.3,1.4,5
10671,2014,5,19,14,172,245,1300,27.9,996.7,15.9,2.2,5
10672,2014,5,19,15,186,293,1200,28.3,996.1,14.9,2.4,5
10673,2014,5,19,16,154,229,1000,28.3,995.9,14.5,2.6,5
10674,2014,5,19,17,137,219,800,27.8,996,14.4,2.4,5
10675,2014,5,19,18,102,178,600,26.2,996.5,15.6,1,5
10676,2014,5,19,19,100,218,600,23.5,996.8,15.8,0.2,5
10677,2014,5,19,20,100,208,700,21.1,997.3,17.5,0,5
10678,2014,5,19,21,110,271,1000,20.2,997.3,16.6,0.1,5
10679,2014,5,19,22,132,307,1500,20.7,997.4,16.3,0.9,5
10680,2014,5,19,23,156,317,1700,21.5,998.1,16.5,1.5,5
10681,2014,5,20,0,183,322,1600,21.2,997.6,16.8,1.3,5
10682,2014,5,20,1,204,332,1500,20.7,998.1,16.5,1.1,5
10683,2014,5,20,2,210,329,1500,18.9,997.3,16.7,0.9,5
10684,2014,5,20,3,216,310,1600,18.5,997.9,16.3,0.8,5
10685,2014,5,20,4,220,300,1700,18.1,998.6,16.6,1,5
10686,2014,5,20,5,191,224,1400,18.1,999,16.3,0,5
10687,2014,5,20,6,137,137,1100,19.7,999.6,14.3,1.4,5
10688,2014,5,20,7,102,102,900,22,1000.1,12.5,1.7,5
10689,2014,5,20,8,80,184,600,24.7,1000.3,10.9,2.4,5
10690,2014,5,20,9,38,41,400,26.8,1000.3,9.2,2.5,5
10691,2014,5,20,10,62,210,300,28.1,999.5,9.9,1.6,5
10692,2014,5,20,11,66,170,200,29.4,998.9,7.9,1.8,5
10693,2014,5,20,12,50,95,300,30.8,998.4,10.2,1.9,5
10694,2014,5,20,13,17,17,300,31.7,997.8,7.4,1.2,5
10695,2014,5,20,14,15,23,200,31.9,997.1,6.9,3,5
10696,2014,5,20,15,20,23,300,31.9,996.7,8.2,3.2,5
10697,2014,5,20,16,26,56,300,31.3,996.6,8.9,3.9,5
10698,2014,5,20,17,26,57,300,30.5,996.7,8.8,3.2,5
10699,2014,5,20,18,25,95,300,28.7,997.3,9.4,1.9,5
10700,2014,5,20,19,24,97,300,27.4,997.9,10.1,1.7,5
10701,2014,5,20,20,38,106,600,26.6,998.7,14,1.4,5
10702,2014,5,20,21,78,345,1300,24.7,1000,14.8,1.5,5
10703,2014,5,20,22,130,267,2300,23.5,1000.2,14.5,1.5,5
10704,2014,5,20,23,123,212,1900,22.5,1000.2,14.1,0.8,5
10705,2014,5,21,0,114,209,1500,20.5,1001.4,11.9,1.4,5
10706,2014,5,21,1,95,114.6,900,19.2,999.9,13.1,0.9,5
10707,2014,5,21,2,87.8,131.9,1000,18.8,1000.4,12.5,0.6,5
10708,2014,5,21,3,84.6,125.3,800,17.5,1000.6,12.8,0.1,5
10709,2014,5,21,4,85,125,800,17.2,1000.9,13.5,0.4,5
10710,2014,5,21,5,85.6,98.8,1000,17.5,1001.6,12.8,1.7,5
10711,2014,5,21,6,86,99,1000,19.4,1002.1,13.1,0.9,5
10712,2014,5,21,7,78,83,1200,20.9,1002.2,13.3,1,5
10713,2014,5,21,8,85,160,1300,23.1,1002,13.8,1,5
10714,2014,5,21,9,89,155,1100,24.3,1001.6,13.2,0.9,5
10715,2014,5,21,10,101,167,1100,25.7,1001,14.2,1.3,5
10716,2014,5,21,11,101,144,1100,27.5,1000.3,14.5,2,5
10717,2014,5,21,12,100,158,1200,28.7,999.5,13.8,2.3,5
10718,2014,5,21,13,106,168,1300,30,998.5,15.3,2.2,5
10719,2014,5,21,14,125,209,1300,30.6,998,15.8,1.7,5
10720,2014,5,21,15,126,225,1600,30.7,997.4,17,3.1,5
10721,2014,5,21,16,128,277,1600,30,997.3,16.8,3.3,5
10722,2014,5,21,17,125,228,1200,29.5,997.4,16.7,2.5,5
10723,2014,5,21,18,132,256,1300,28.6,998.1,17.2,1.7,5
10724,2014,5,21,19,137,242,1400,26.5,998.1,17.6,1.2,5
10725,2014,5,21,20,141,257,1400,24.3,999.2,18,0,5
10726,2014,5,21,21,154,344,1500,23.3,999.7,19,0.6,5
10727,2014,5,21,22,167,328,1700,21.8,999.4,18.2,0,5
10728,2014,5,21,23,174,307,1900,20.7,999.2,18.1,0,5
10729,2014,5,22,0,150,246,1900,20.1,999.4,17.9,0,5
10730,2014,5,22,1,147,233,1600,19.8,999.4,17.9,0,5
10731,2014,5,22,2,153,309,1700,19.3,999.3,18.1,0.4,5
10732,2014,5,22,3,191,434,1800,19.1,999.6,17.6,0.4,5
10733,2014,5,22,4,180,395,1900,19,999.8,17.3,1.2,5
10734,2014,5,22,5,201,399,2100,19.4,1000.6,17.2,1.3,5
10735,2014,5,22,6,200,297,1900,20.7,1001.1,17.3,1.1,5
10736,2014,5,22,7,225.6,341.5,1600,22.5,1001.9,17.4,1.4,5
10737,2014,5,22,8,253,369,1900,24.6,1002.2,18.3,1.6,5
10738,2014,5,22,9,276,391,2200,26.4,1002.2,19,2,5
10739,2014,5,22,10,290,385,2300,28.7,1001.3,18.8,1.9,5
10740,2014,5,22,11,282,353,2400,30.7,1000.8,19.7,1.5,5
10741,2014,5,22,12,266,275,2200,33,1000,12.1,2.5,5
10742,2014,5,22,13,173,173,1100,33.6,999.7,8.9,3.1,5
10743,2014,5,22,14,82,82,600,33.5,999.4,10.8,3.4,5
10744,2014,5,22,15,71,144,400,33.5,999.1,8.9,3.9,5
10745,2014,5,22,16,63,169,400,33,999.1,9.7,4.6,5
10746,2014,5,22,17,62,166,400,32.2,999.3,9.7,3.4,5
10747,2014,5,22,18,49,60,400,31.1,999.7,10.4,2.6,5
10748,2014,5,22,19,42,165,400,30,1000.3,11.5,2.4,5
10749,2014,5,22,20,59,198,500,28.2,1001.5,13.7,1.1,5
10750,2014,5,22,21,63,120,500,26.6,1002.1,14.4,1.4,5
10751,2014,5,22,22,67,154,500,27.2,1002.6,13.9,1.9,5
10752,2014,5,22,23,69,76,400,26.7,1002.8,14.1,2.1,5
10753,2014,5,23,0,71,137,500,25.5,1003.3,14,1.1,5
10754,2014,5,23,1,76,171,500,22.5,1003.8,16.3,0.2,5
10755,2014,5,23,2,81,162,600,23.4,1004,14.7,1.6,5
10756,2014,5,23,3,87,169,600,21,1004.1,16.4,0,5
10757,2014,5,23,4,90,172,600,19.5,1004.3,16.2,0,5
10758,2014,5,23,5,97,186,800,19.8,1004.8,16.4,0.9,5
10759,2014,5,23,6,112,224,800,22,1005,17.1,1.2,5
10760,2014,5,23,7,114,229,900,25.5,1005.6,16.4,1.9,5
10761,2014,5,23,8,114,237,900,27.1,1005.4,15.8,0.9,5
10762,2014,5,23,9,117,238,900,30,1005.3,16.1,1.6,5
10763,2014,5,23,10,120,217,900,31.3,1005,16.5,3.5,5
10764,2014,5,23,11,104,177,900,32.2,1004.7,14.8,3,5
10765,2014,5,23,12,94,115,700,31.3,1004.3,13.6,3.5,5
10766,2014,5,23,13,84,121,500,32.2,1003.8,13.9,2.2,5
10767,2014,5,23,14,73,140,500,32.3,1003.4,12,3.1,5
10768,2014,5,23,15,63,63,400,31.3,1002.8,10.6,3.1,5
10769,2014,5,23,16,57,143,400,30.8,1002.7,11.2,3.6,5
10770,2014,5,23,17,59,140,400,30.1,1002.7,13,1.8,5
10771,2014,5,23,18,54,92,400,29.4,1002.8,14,1.3,5
10772,2014,5,23,19,58,132,500,27,1003,16,0,5
10773,2014,5,23,20,67,154,500,26.1,1003.3,15.5,1.1,5
10774,2014,5,23,21,78,207,600,27.3,1003.4,14.3,0.1,5
10775,2014,5,23,22,86,193,900,26,1003,16,0.1,5
10776,2014,5,23,23,94,225,1000,26.8,1002.6,15.2,1.9,5
10777,2014,5,24,0,105,232,1200,25,1002.1,16.7,0,5
10778,2014,5,24,1,107,215,1100,24.1,1001.8,17.3,0,5
10779,2014,5,24,2,105,192,1300,24.3,1002.2,17.8,1.8,5
10780,2014,5,24,3,104,218,1100,21.3,1002.2,19.2,0.8,5
10781,2014,5,24,4,104,352,900,19.6,1002.6,19.1,0,5
10782,2014,5,24,5,67,131,600,19.4,1002.3,19.2,1.4,5
10783,2014,5,24,6,69,81,500,19.2,1002.4,19.2,0.8,5
10784,2014,5,24,7,65,69,500,19.4,1002.2,19.4,0.7,5
10785,2014,5,24,8,78,81,700,19.3,1002.3,19.3,0.5,5
10786,2014,5,24,9,90,90,800,19.7,1002.5,19.7,1,5
10787,2014,5,24,10,85,98,900,19.6,1002.6,19.6,0.8,5
10788,2014,5,24,11,82,86,800,20.1,1002.3,20.1,0.4,5
10789,2014,5,24,12,NA,NA,NA,20.8,1001.9,20.1,1.4,5
10790,2014,5,24,13,NA,NA,NA,21.1,1001.6,20.4,0.7,5
10791,2014,5,24,14,70,70,900,21.1,1001.4,20.1,1.1,5
10792,2014,5,24,15,72,72,800,21.5,1001.1,20.5,0.4,5
10793,2014,5,24,16,74,74,900,22.9,1001.3,20.4,1.1,5
10794,2014,5,24,17,87,87,900,22.2,1001.2,20.5,0.4,5
10795,2014,5,24,18,95,95,900,21.8,1001.7,20.1,0.7,5
10796,2014,5,24,19,90,90,900,21.6,1002.4,20.2,1.3,5
10797,2014,5,24,20,82,82,900,21.4,1003.1,20,0,5
10798,2014,5,24,21,79,79,800,21.1,1003.4,19.6,1.6,5
10799,2014,5,24,22,86,86,800,21,1003.2,19.6,1.6,5
10800,2014,5,24,23,93,93,700,20.8,1003,19.6,0,5
10801,2014,5,25,0,99,99,700,20.8,1002.7,19.6,0.2,5
10802,2014,5,25,1,97,97,1100,20.5,1002.8,19.5,1.1,5
10803,2014,5,25,2,102,102,1300,20.3,1002.5,19.6,0.4,5
10804,2014,5,25,3,101,101,1200,20.3,1001.7,19.8,1.1,5
10805,2014,5,25,4,113,113,800,20.3,1001.7,20,0.6,5
10806,2014,5,25,5,120,120,700,20.2,1001.6,20,1,5
10807,2014,5,25,6,127,127,700,21.3,1002.1,14,1.8,5
10808,2014,5,25,7,125,125,700,23.8,1001.9,6.1,1.1,5
10809,2014,5,25,8,172,172,300,23.1,1001.7,5,1.5,5
10810,2014,5,25,9,193,193,200,25.5,1001.8,4.6,2.9,5
10811,2014,5,25,10,198,601,300,26.8,1001.3,5.1,3.5,5
10812,2014,5,25,11,154,478,200,27.2,1000.8,4.3,2.9,5
10813,2014,5,25,12,73,269,200,27.4,1000.2,3.1,5.3,5
10814,2014,5,25,13,22,46,200,27.9,1000.1,3.5,2.9,5
10815,2014,5,25,14,21,21,200,27.8,999.9,-1.2,5.6,5
10816,2014,5,25,15,17,88,200,27.9,999.6,0.6,5.7,5
10817,2014,5,25,16,16,52,200,27.8,999.5,2,2.6,5
10818,2014,5,25,17,16,103,200,27.4,998.8,0.2,1.7,5
10819,2014,5,25,18,13,78,200,24.7,998.7,6.4,0.6,5
10820,2014,5,25,19,11,53,200,23.9,999.2,-1.9,2.7,5
10821,2014,5,25,20,11,54,300,23.2,999.9,-0.4,1.7,5
10822,2014,5,25,21,16,34,400,20.7,1000.2,3,0,5
10823,2014,5,25,22,22,110,500,17.6,1000.2,5.5,0.2,5
10824,2014,5,25,23,25,84,700,18.3,1000,2.2,0.7,5
10825,2014,5,26,0,32,120,700,16.8,999.9,7.4,0.4,5
10826,2014,5,26,1,24,70,500,14.6,999.4,6.2,0,5
10827,2014,5,26,2,21,60,400,14.6,999,7.4,0,5
10828,2014,5,26,3,24,106,400,13.9,998.4,8.1,0,5
10829,2014,5,26,4,14,14,400,13.4,998.2,8,0.1,5
10830,2014,5,26,5,11,76,400,14,998.1,9,0.1,5
10831,2014,5,26,6,20,115,400,17.9,997.8,12.6,1.2,5
10832,2014,5,26,7,41,192,600,22.2,997.1,10.7,1,5
10833,2014,5,26,8,39,39,600,27,996.3,7.9,1.4,5
10834,2014,5,26,9,29,29,600,29.8,995.5,4.4,1.7,5
10835,2014,5,26,10,23,80,500,32.8,994.7,2.8,1.3,5
10836,2014,5,26,11,30,87,500,31.9,993.4,6.9,3.3,5
10837,2014,5,26,12,31,82,400,32.3,992.3,7.9,2.8,5
10838,2014,5,26,13,27,79,300,32.1,991.3,7.7,2.8,5
10839,2014,5,26,14,30,80,300,33.3,989.9,8.7,2.6,5
10840,2014,5,26,15,40,162,300,34.6,989,9.1,1.3,5
10841,2014,5,26,16,39,134,300,35.5,988.2,1.7,2.6,5
10842,2014,5,26,17,44,44,400,35.4,987.7,0.4,3,5
10843,2014,5,26,18,25,25,300,32.4,988.2,-0.7,2.5,5
10844,2014,5,26,19,18,18,300,27.1,988.8,2.2,1,5
10845,2014,5,26,20,20,112,400,24.5,989.4,5.3,0,5
10846,2014,5,26,21,32,121,600,22.8,989.5,6.5,0.7,5
10847,2014,5,26,22,41,178,900,21.4,989.5,8.3,0.9,5
10848,2014,5,26,23,38,62,800,20,989.5,9,0.2,5
10849,2014,5,27,0,37,83,700,18.5,989.3,9,0,5
10850,2014,5,27,1,27,166,600,17.5,988.9,8.4,0,5
10851,2014,5,27,2,29,125,700,17.7,988.9,9.3,0,5
10852,2014,5,27,3,46,180,700,17.8,988.8,10.9,0,5
10853,2014,5,27,4,44,67,500,18.1,988.8,10.2,0.6,5
10854,2014,5,27,5,41,182,400,20.7,989.2,8.3,0.5,5
10855,2014,5,27,6,51,88,500,21.3,989.5,14.5,0.6,5
10856,2014,5,27,7,114,315,300,29,989.3,7,2.1,5
10857,2014,5,27,8,145,526,400,30.6,989.3,0.1,4,5
10858,2014,5,27,9,139,483,300,31,989.7,-0.7,6.1,5
10859,2014,5,27,10,53,120,200,30,990.2,3.9,5.6,5
10860,2014,5,27,11,NA,NA,200,30.4,990,6.3,5.8,5
10861,2014,5,27,12,NA,NA,200,30.7,989.6,5.2,5,5
10862,2014,5,27,13,7,7,100,30.3,990.1,6.2,5.2,5
10863,2014,5,27,14,14,14,100,27.7,990.7,11.7,2.4,5
10864,2014,5,27,15,16,16,200,29.5,990.7,10.1,2.1,5
10865,2014,5,27,16,14,14,600,31.2,989.9,5.6,3.3,5
10866,2014,5,27,17,16,16,200,31.9,990.1,1.1,4.2,5
10867,2014,5,27,18,NA,NA,NA,30.8,991.6,0.2,4.2,5
10868,2014,5,27,19,14,14,200,28.8,992.7,2.1,1.6,5
10869,2014,5,27,20,12,12,200,23.1,994.2,8,0.5,5
10870,2014,5,27,21,13,13,200,20.3,995.1,8.6,0,5
10871,2014,5,27,22,13,13,200,18.8,995.4,8.7,0,5
10872,2014,5,27,23,14,14,300,18.1,995.7,10.7,0.1,5
10873,2014,5,28,0,15,15,300,17.1,995.7,9.5,0,5
10874,2014,5,28,1,22,22,400,16.2,996.2,12.4,0,5
10875,2014,5,28,2,47,47,700,15.4,996.6,11.4,0,5
10876,2014,5,28,3,43,43,700,15.1,996.9,11.5,0.4,5
10877,2014,5,28,4,51,51,800,15.1,997.4,11.5,1.1,5
10878,2014,5,28,5,39,39,900,17.1,998,10.7,1.4,5
10879,2014,5,28,6,40,40,900,19.8,998.1,11,0.4,5
10880,2014,5,28,7,40,40,500,23.2,998.2,10.3,0.9,5
10881,2014,5,28,8,34,34,600,27,997.9,8.9,1,5
10882,2014,5,28,9,52,52,900,29.9,996.9,10.4,0.9,5
10883,2014,5,28,10,49,49,800,32,996.2,7.6,1.4,5
10884,2014,5,28,11,20,20,300,33.1,995.3,7.8,2.7,5
10885,2014,5,28,12,19,19,300,34.4,994.2,9.6,3.5,5
10886,2014,5,28,13,23,23,300,35.4,992.9,10.4,2.6,5
10887,2014,5,28,14,36,36,400,36.2,991.9,4.5,5.9,5
10888,2014,5,28,15,32,32,400,35.9,990.9,5.2,7,5
10889,2014,5,28,16,43,43,400,35.5,990,3.9,6.8,5
10890,2014,5,28,17,44,44,400,34.4,990.3,5.8,5.9,5
10891,2014,5,28,18,30,30,300,33.4,990.6,8.8,4.1,5
10892,2014,5,28,19,30,30,300,32.7,991.9,8.9,2.7,5
10893,2014,5,28,20,34,34,400,30,992.6,10,1.7,5
10894,2014,5,28,21,34,34,600,29.7,992.2,9.8,1.8,5
10895,2014,5,28,22,65,65,700,29,992.1,8.6,2,5
10896,2014,5,28,23,43,43,700,27.8,991.7,9.1,1.2,5
10897,2014,5,29,0,47,47,700,26.5,991.6,9.4,1.4,5
10898,2014,5,29,1,48,48,600,22.7,991.5,12,0.2,5
10899,2014,5,29,2,62,62,500,20.4,991.3,14.1,0,5
10900,2014,5,29,3,55,55,500,19.3,991.1,13.2,0,5
10901,2014,5,29,4,51,51,500,19.3,991.2,12.8,0.4,5
10902,2014,5,29,5,56,56,600,19.2,991.8,13.8,1,5
10903,2014,5,29,6,67,67,800,22.9,992,12.5,1.8,5
10904,2014,5,29,7,68,68,800,25.7,992.5,13.2,1,5
10905,2014,5,29,8,65,65,800,29.1,992.4,11.6,2,5
10906,2014,5,29,9,73,73,900,32,992.3,12.8,1.5,5
10907,2014,5,29,10,71,71,1500,35.2,992.2,12.2,2.3,5
10908,2014,5,29,11,65,65,900,37.8,991.6,12.4,1.5,5
10909,2014,5,29,12,58,58,800,39.2,990.9,4.6,1.8,5
10910,2014,5,29,13,63,63,600,40.5,990.8,3,3.4,5
10911,2014,5,29,14,39,39,500,40.3,990.4,5.4,3.5,5
10912,2014,5,29,15,31,31,500,40.1,990.4,6.4,1.3,5
10913,2014,5,29,16,19,19,500,38.1,990.6,9.6,1.9,5
10914,2014,5,29,17,21,21,900,35.7,991.6,12,1.2,5
10915,2014,5,29,18,46,46,1100,34.9,992.1,10.7,0.9,5
10916,2014,5,29,19,38,38,800,29.1,993.3,13.7,0,5
10917,2014,5,29,20,41,41,600,26.2,994.4,14.6,0,5
10918,2014,5,29,21,113,113,1200,24.4,995.2,15.9,0,5
10919,2014,5,29,22,78,78,1100,23.4,996.1,16.2,0,5
10920,2014,5,29,23,63,63,1200,23.8,996.3,17.8,0,5
10921,2014,5,30,0,75,75,1300,22.8,996.9,15.4,0.7,5
10922,2014,5,30,1,71,71,1100,23,997.4,15.3,0.5,5
10923,2014,5,30,2,80,80,900,24.1,998,13.3,0.1,5
10924,2014,5,30,3,106,106,1400,23.4,998.8,12.7,1.2,5
10925,2014,5,30,4,98,98,1100,22.7,999.4,12.9,0.1,5
10926,2014,5,30,5,54,54,600,22.1,1000.2,14.2,0,5
10927,2014,5,30,6,49,49,1200,23.8,1000.9,18.4,0,5
10928,2014,5,30,7,49,49,1200,26.8,1001,12.1,0.9,5
10929,2014,5,30,8,57,57,2100,30.3,1001.2,11.3,1.2,5
10930,2014,5,30,9,78,78,2500,31.6,1001.3,12.4,1.5,5
10931,2014,5,30,10,85,85,2400,32.8,1001.1,12.9,2,5
10932,2014,5,30,11,99,99,2300,33.4,1000.8,14,1.9,5
10933,2014,5,30,12,122,254,2400,33.9,1000.3,15.4,1.3,5
10934,2014,5,30,13,119,233,1600,34.2,999.5,15.6,1.8,5
10935,2014,5,30,14,115,221,1100,34.8,998.8,16.2,1.3,5
10936,2014,5,30,15,121,234,1200,34.3,998.7,17.1,1.6,5
10937,2014,5,30,16,122,247,1200,33.3,998.8,15.3,1.8,5
10938,2014,5,30,17,111,246,1100,32.1,999,15.1,2,5
10939,2014,5,30,18,103,220,900,30.7,999.7,15.2,1.8,5
10940,2014,5,30,19,107,219,900,29.4,1000.4,15.9,0.7,5
10941,2014,5,30,20,97,204,900,27.5,1001.5,16.1,0.9,5
10942,2014,5,30,21,98,206,1000,27.4,1002.2,14.8,0.9,5
10943,2014,5,30,22,90,198,900,25.9,1002.2,16.4,0.1,5
10944,2014,5,30,23,84,167,900,25.2,1002.3,16.3,0,5
10945,2014,5,31,0,77,146,800,23.2,1002.2,17.2,0,5
10946,2014,5,31,1,76,147,800,22.2,1002.1,16.2,0.2,5
10947,2014,5,31,2,79,154,1000,22.7,1002,15,0.5,5
10948,2014,5,31,3,81,157,1400,22.5,1002,15.1,1.4,5
10949,2014,5,31,4,83,174,1900,21.5,1002.1,15.3,0,5
10950,2014,5,31,5,92,166,1900,21.8,1002.3,16.7,0,5
10951,2014,5,31,6,99,177,2300,23.1,1002.6,16.9,1.2,5
10952,2014,5,31,7,105,202,3000,25.4,1003.1,15.4,0.4,5
10953,2014,5,31,8,104,261,2800,26.3,1003,15,0.9,5
10954,2014,5,31,9,104,232,2800,28.6,1002.3,14.1,1.4,5
10955,2014,5,31,10,108,223,3000,30.2,1002,14.7,1.5,5
10956,2014,5,31,11,123,282,3300,31.5,1001.5,15,1.5,5
10957,2014,5,31,12,140,287,3000,32.3,1000.9,15.3,1.4,5
10958,2014,5,31,13,139,293,2700,32.6,1000.4,19.1,0,5
10959,2014,5,31,14,140,263,2600,33.3,999.5,15.3,1.7,5
10960,2014,5,31,15,142,288,2500,33.5,999.1,16.4,2.1,5
10961,2014,5,31,16,151,335,2500,32.7,999.1,17.7,1.3,5
10962,2014,5,31,17,144,254,2000,32,998.8,15.9,1.5,5
10963,2014,5,31,18,140,298,1900,29.3,998.8,18.4,0,5
10964,2014,5,31,19,144,276,2100,28.7,999,20.2,1.1,5
10965,2014,5,31,20,147,288,2500,27.5,999.2,20.8,0.9,5
10966,2014,5,31,21,152,258,2100,20.3,1005.7,19.1,4.5,5
10967,2014,5,31,22,129,725,900,20.6,1003.8,19.9,2.6,5
10968,2014,5,31,23,67,67,500,20.4,1003.2,19.7,1,5
10969,2014,6,1,0,75,75,500,20.5,1003.2,19.7,1.1,6
10970,2014,6,1,1,68,68,500,20.8,1003.3,18.9,1.2,6
10971,2014,6,1,2,57,57,400,21.4,1002.6,18.2,1.3,6
10972,2014,6,1,3,44,44,400,21.1,1003,18.7,1.6,6
10973,2014,6,1,4,43,43,400,21.3,1002.6,17.5,1.5,6
10974,2014,6,1,5,43,43,400,21.4,1002.8,18,0.7,6
10975,2014,6,1,6,53,76,700,21.3,1002.2,18.5,2.2,6
10976,2014,6,1,7,49,53,500,22.1,1001.6,16.8,2.3,6
10977,2014,6,1,8,44,44,400,23.4,1001.9,17.6,2,6
10978,2014,6,1,9,41,62,400,24.6,1001.7,15.8,3.6,6
10979,2014,6,1,10,41,52,500,26.6,1002,15.6,1.9,6
10980,2014,6,1,11,32,53,400,27.8,1001.7,14.4,2.8,6
10981,2014,6,1,12,30,50,400,29.3,1001.5,14.3,1.7,6
10982,2014,6,1,13,34,50,400,29.5,1001,15.6,1.9,6
10983,2014,6,1,14,33,60,400,29.5,1000.2,14.5,1.9,6
10984,2014,6,1,15,33,48,400,28.9,1000.2,14.3,1.9,6
10985,2014,6,1,16,32,51,400,23,1001.6,19.8,4.7,6
10986,2014,6,1,17,72,168,800,18.7,1003.2,17.2,3,6
10987,2014,6,1,18,105,157,1000,18.5,1003.9,18.3,0,6
10988,2014,6,1,19,53,53,700,19,1004.9,18.8,0.5,6
10989,2014,6,1,20,47,47,800,18.7,1005.7,18.4,0.9,6
10990,2014,6,1,21,46,46,500,18.5,1006.5,18,1.7,6
10991,2014,6,1,22,47,47,500,18.6,1006.8,18.3,1.8,6
10992,2014,6,1,23,56,56,500,18.6,1006.6,17.9,0.8,6
10993,2014,6,2,0,51,51,400,18.3,1006.2,17.8,0,6
10994,2014,6,2,1,49,49,400,17.9,1006.2,17.7,0.4,6
10995,2014,6,2,2,50,50,500,17.9,1006.6,17.9,0,6
10996,2014,6,2,3,49,49,500,17.7,1006.5,17.1,0.4,6
10997,2014,6,2,4,33,33,300,17.9,1006.7,15.7,0,6
10998,2014,6,2,5,17,17,300,18.9,1007.1,17,0.9,6
10999,2014,6,2,6,26,49,800,19.2,1007.1,17,0.9,6
11000,2014,6,2,7,20,47,700,20,1007.5,16.4,0.1,6
11001,2014,6,2,8,23,43,300,20.4,1007.4,15.8,1,6
11002,2014,6,2,9,19,26,300,22,1007.1,16,1.2,6
11003,2014,6,2,10,24,62,400,23.3,1006.8,14.8,1.8,6
11004,2014,6,2,11,30,51,300,22.9,1006.6,13.9,1,6
11005,2014,6,2,12,20,20,400,23.4,1006.3,13.8,0.1,6
11006,2014,6,2,13,22,38,400,24.5,1005.5,13.7,1.4,6
11007,2014,6,2,14,24,30,300,25.5,1004.5,13.4,1.2,6
